Afrikaans	bismut	Noun	# [[bismuth]]
Afrikaans	blaar	Noun	# [[leaf]]
Afrikaans	bladsy	Noun	# [[page]]
Afrikaans	bladsye	Noun	# {{plural of|bladsy|lang=af}}
Afrikaans	blank	Adjective	# {{l/en|white}}
Afrikaans	blank	Adjective	# {{l/en|White}}; [[Caucasian]]
Afrikaans	blanke	Noun	# a [[white]] person, a [[Caucasian]]
Afrikaans	blanke	Adjective	# {{form of|Attributive form|blank|lang=af}}
Afrikaans	blesbok	Noun	# {{l/en|blesbuck}}
Afrikaans	bliksem	Interjection	#  [[damnit]]!
Afrikaans	bliksem	Noun	# {{context|dated|lang=af}} [[lightning]]
Afrikaans	bliksem	Noun	# {{context|colloquial|lang=af}} [[bastard]], [[arsehole]], [[sod]]
Afrikaans	bliksem	Verb	# {{context|colloquial|lang=af}} to [[hit]], to [[beat up]]
Afrikaans	bliksempie	Noun	# {{diminutive of|bliksem|lang=af}}
Afrikaans	bliksempie	Noun	# a [[menace]], a [[troublesome]] child or animal
Afrikaans	bliksempies	Noun	# {{plural of|lang=af|bliksempie}}
Afrikaans	bloed	Noun	# [[blood]]
Afrikaans	blom	Noun	# [[flower]]
Afrikaans	blou	Adjective	# [[blue]]
Afrikaans	bly	Verb	# to [[live]] (somewhere)
Afrikaans	bly	Verb	# to [[stay]]; to [[remain]]
Afrikaans	bly	Adjective	# [[happy]]
Afrikaans	blywende	Verb	# {{present participle of|bly|lang=af}}
Afrikaans	boek	Noun	# [[book]]
Afrikaans	boeke	Noun	# {{plural of|boek|lang=af}}
Afrikaans	boekery	Noun	# [[library]]
Afrikaans	boekerye	Noun	# {{plural of|boekery|lang=af}}
Afrikaans	boeket	Noun	# [[bouquet]]
Afrikaans	boekie	Noun	# small [[book]], [[booklet]]
Afrikaans	boekies	Noun	# {{plural of|boekie|lang=af}}
Afrikaans	boelie	Noun	# [[bully]]
Afrikaans	boer	Noun	# {{l/en|farmer}}; [[peasant]]
Afrikaans	boer	Verb	# to [[farm]]
Afrikaans	boere	Noun	# {{plural of|boer|lang=af}}
Afrikaans	boereplaas	Noun	# [[farm]]
Afrikaans	bok	Noun	# [[goat]]
Afrikaans	bok	Noun	# [[antelope]], [[buck]]
Afrikaans	bok	Noun	# {{context|slang|lang=af}} also [[bokkie]] My lover.
Afrikaans	bok	Noun	# vaulting-horse
Afrikaans	bok	Noun	# [[blunder]]
Afrikaans	bok	Adjective	# [[keen]], [[willing]]
Afrikaans	bokkom	Noun	# Salted dried fish (normally mullet). Traditional delicacy popular on the West Coast of South Africa
Afrikaans	bome	Noun	# {{plural of|boom|lang=af}}
Afrikaans	boom	Noun	# A [[tree]]
Afrikaans	boor	Noun	# [[drill]]
Afrikaans	boor	Noun	# {{context|lang=af|uncountable}} [[boron]]
Afrikaans	boor	Verb	# to [[drill]]
Afrikaans	booswig	Noun	# [[wicked]] [[person]], [[felon]]
Afrikaans	booswigte	Noun	# {{plural of|booswig|lang=af}}
Afrikaans	bos	Noun	# [[wood]], [[forest]]
Afrikaans	bos	Noun	# [[bush]], [[shrub]]
Afrikaans	bos	Noun	# [[bunch]], [[bundle]], [[sheaf]], [[bouquet]]
Afrikaans	bosbedryf	Noun	# [[forestry]]
Afrikaans	bosbewaring	Noun	# [[forest]] [[conservation]]
Afrikaans	bosbewoner	Noun	# [[forest]] [[dweller]]
Afrikaans	bosbewoners	Noun	# {{plural of|bosbewoner|lang=af}}
Afrikaans	bosse	Noun	# {{plural of|bos|lang=af}}
Afrikaans	boswagter	Noun	# [[ranger]], [[forest]] [[warden]]
Afrikaans	boswagter	Noun	# [[forester]], [[arboriculturist]]
Afrikaans	boswagters	Noun	# {{plural of|boswagter|lang=af}}
Afrikaans	boswerker	Noun	# [[lumberjack]], [[woodcutter]]
Afrikaans	boswerker	Noun	# [[forest]] [[worker]]
Afrikaans	boswerkers	Noun	# {{plural of|boswerker|lang=af}}
Afrikaans	botjie	Noun	# small [[coin]]
Afrikaans	botter	Noun	# [[butter]]
Afrikaans	bou	Verb	# [[build]]
Afrikaans	bouer	Noun	# [[builder]]; construction worker
Afrikaans	bouers	Noun	# {{plural of|lang=af|bouer}}
Afrikaans	bouertjie	Noun	# {{diminutive of|lang=af|bouer}}
Afrikaans	bouertjies	Noun	# {{plural of|lang=af|bouertjie}}
Afrikaans	braai	Noun	# A [[barbecue]]
Afrikaans	braai	Noun	# An open outdoor grill built specifically for the purpose of [[braaing]]
Afrikaans	braai	Noun	# A social meeting, including the [[braaing]] of meat
Afrikaans	braai	Verb	# To [[grill]] meat over an open flame
Afrikaans	braaie	Noun	# {{plural of|braai|lang=af}}
Afrikaans	braaivleis	Noun	# See [[braai]]
Afrikaans	braak	Verb	# To [[vomit]].
Afrikaans	breek	Verb	# to [[break]]
Afrikaans	bries	Noun	# [[breeze]]
Afrikaans	briesie	Noun	# {{diminutive of|bries|lang=af}}
Afrikaans	briesies	Noun	# {{plural of|lang=af|briesie}}
Afrikaans	brode	Noun	# {{plural of|brood|lang=af}}
Afrikaans	broederbond	Noun	# {{l/en|brotherhood}} {{gloss|a society of men committed to a specific cause}}
